Gene	Gene name	nTPM
ENSG00000055163	CYFIP2	134.3
ENSG00000055208	TAB2	4.9
ENSG00000055211	GINM1	32.1
ENSG00000055332	EIF2AK2	16.0
ENSG00000055483	USP36	9.9
ENSG00000055609	KMT2C	26.3
ENSG00000055732	MCOLN3	0.6
ENSG00000055813	CCDC85A	0.3
ENSG00000055917	PUM2	11.9
ENSG00000055950	MRPL43	101.1
ENSG00000055955	ITIH4	0.4
ENSG00000055957	ITIH1	0.8
ENSG00000056050	HPF1	38.2
ENSG00000056097	ZFR	35.5
ENSG00000056277	ZNF280C	1.8
ENSG00000056291	NPFFR2	0.3
ENSG00000056487	PHF21B	0.0
ENSG00000056558	TRAF1	13.0
ENSG00000056586	RC3H2	9.8
ENSG00000056736	IL17RB	1.3
ENSG00000056972	TRAF3IP2	25.9
ENSG00000056998	GYG2	0.1
ENSG00000057019	DCBLD2	0.2
ENSG00000057149	SERPINB3	0.0
ENSG00000057252	SOAT1	55.5
ENSG00000057294	PKP2	6.9
ENSG00000057468	MSH4	0.0
ENSG00000057593	F7	0.2
ENSG00000057608	GDI2	447.4
ENSG00000057657	PRDM1	33.7
ENSG00000057663	ATG5	9.6
ENSG00000057704	TMCC3	70.1
ENSG00000057757	PITHD1	53.5
ENSG00000057935	MTA3	4.4
ENSG00000058056	USP13	15.6
ENSG00000058063	ATP11B	5.5
ENSG00000058085	LAMC2	0.2
ENSG00000058091	CDK14	9.1
ENSG00000058262	SEC61A1	124.6
ENSG00000058272	PPP1R12A	197.9
ENSG00000058335	RASGRF1	0.2
ENSG00000058404	CAMK2B	0.4
ENSG00000058453	CROCC	0.5
ENSG00000058600	POLR3E	10.1
ENSG00000058668	ATP2B4	8.7
ENSG00000058673	ZC3H11A	15.6
ENSG00000058729	RIOK2	36.6
ENSG00000058799	YIPF1	38.4
ENSG00000058804	NDC1	5.3
ENSG00000058866	DGKG	2.6
ENSG00000059122	FLYWCH1	2.7
ENSG00000059145	UNKL	3.3
ENSG00000059377	TBXAS1	436.4
ENSG00000059378	PARP12	6.4
ENSG00000059573	ALDH18A1	28.8
ENSG00000059588	TARBP1	1.1
ENSG00000059691	GATB	20.9
ENSG00000059728	MXD1	498.7
ENSG00000059758	CDK17	66.9
ENSG00000059769	DNAJC25	0.2
ENSG00000059804	SLC2A3	225.3
ENSG00000059915	PSD	0.1
ENSG00000060069	CTDP1	3.6
ENSG00000060138	YBX3	6.5
ENSG00000060140	STYK1	12.5
ENSG00000060237	WNK1	5.6
ENSG00000060339	CCAR1	21.0
ENSG00000060491	OGFR	12.5
ENSG00000060558	GNA15	67.2
ENSG00000060566	CREB3L3	0.1
ENSG00000060642	PIGV	35.8
ENSG00000060656	PTPRU	0.0
ENSG00000060688	SNRNP40	161.0
ENSG00000060709	RIMBP2	0.4
ENSG00000060718	COL11A1	0.0
ENSG00000060749	QSER1	0.5
ENSG00000060762	MPC1	129.1
ENSG00000060971	ACAA1	188.6
ENSG00000060982	BCAT1	17.3
ENSG00000061273	HDAC7	6.5
ENSG00000061337	LZTS1	0.3
ENSG00000061455	PRDM6	0.0
ENSG00000061492	WNT8A	0.0
ENSG00000061656	SPAG4	1.2
ENSG00000061676	NCKAP1	0.2
ENSG00000061794	MRPS35	46.5
ENSG00000061918	GUCY1B1	24.0
ENSG00000061936	SFSWAP	7.2
ENSG00000061938	TNK2	2.6
ENSG00000061987	MON2	4.4
ENSG00000062038	CDH3	0.1
ENSG00000062096	ARSF	0.4
ENSG00000062194	GPBP1	94.3
ENSG00000062282	DGAT2	350.5
ENSG00000062370	ZNF112	0.3
ENSG00000062485	CS	206.5
ENSG00000062524	LTK	5.7
ENSG00000062582	MRPS24	241.5
ENSG00000062598	ELMO2	121.9
ENSG00000062650	WAPL	15.1
ENSG00000062716	VMP1	3016.5
ENSG00000062725	APPBP2	13.9
ENSG00000062822	POLD1	6.7
ENSG00000063015	SEZ6	2.0
ENSG00000063046	EIF4B	159.6
ENSG00000063127	SLC6A16	4.5
ENSG00000063169	BICRA	0.2
ENSG00000063176	SPHK2	11.8
ENSG00000063177	RPL18	3198.0
ENSG00000063180	CA11	1.9
ENSG00000063241	ISOC2	33.9
ENSG00000063244	U2AF2	2.1
ENSG00000063245	EPN1	3.6
ENSG00000063322	MED29	78.0
ENSG00000063438	AHRR	0.1
ENSG00000063515	GSC2	0.0
ENSG00000063587	ZNF275	2.4
ENSG00000063601	MTMR1	5.1
ENSG00000063660	GPC1	0.0
ENSG00000063761	ADCK1	7.5
ENSG00000063854	HAGH	88.8
ENSG00000063978	RNF4	128.6
ENSG00000064012	CASP8	135.4
ENSG00000064042	LIMCH1	1.3
ENSG00000064102	INTS13	28.1
ENSG00000064115	TM7SF3	19.3
ENSG00000064195	DLX3	0.0
ENSG00000064199	SPA17	0.6
ENSG00000064201	TSPAN32	58.8
ENSG00000064205	CCN5	0.0
ENSG00000064218	DMRT3	0.0
ENSG00000064225	ST3GAL6	50.9
ENSG00000064270	ATP2C2	0.5
ENSG00000064300	NGFR	1.2
ENSG00000064309	CDON	0.0
ENSG00000064313	TAF2	5.5
ENSG00000064393	HIPK2	27.5
ENSG00000064419	TNPO3	26.9
ENSG00000064489	BORCS8-MEF2B	0.3
ENSG00000064490	RFXANK	54.3
ENSG00000064545	TMEM161A	19.4
ENSG00000064547	LPAR2	25.8
ENSG00000064601	CTSA	531.4
ENSG00000064607	SUGP2	4.4
ENSG00000064651	SLC12A2	6.4
ENSG00000064652	SNX24	3.2
ENSG00000064655	EYA2	0.3
ENSG00000064666	CNN2	848.3
ENSG00000064687	ABCA7	7.3
ENSG00000064692	SNCAIP	7.6
ENSG00000064703	DDX20	14.9
ENSG00000064726	BTBD1	5.7
ENSG00000064763	FAR2	39.0
ENSG00000064787	BCAS1	2.7
ENSG00000064835	POU1F1	0.0
ENSG00000064886	CHI3L2	91.9
ENSG00000064932	SBNO2	2.5
ENSG00000064933	PMS1	16.1
ENSG00000064961	HMG20B	77.3
ENSG00000064989	CALCRL	9.2
ENSG00000064995	TAF11	37.0
ENSG00000064999	ANKS1A	4.4
ENSG00000065000	AP3D1	7.3
ENSG00000065029	ZNF76	16.8
ENSG00000065054	SLC9A3R2	3.9
ENSG00000065057	NTHL1	37.6
ENSG00000065060	BLTP3A	1.2
ENSG00000065135	GNAI3	57.9
ENSG00000065150	IPO5	12.3
ENSG00000065154	OAT	44.3
ENSG00000065183	WDR3	13.5
ENSG00000065243	PKN2	80.7
ENSG00000065268	WDR18	117.9
ENSG00000065308	TRAM2	2.1
ENSG00000065320	NTN1	0.0
ENSG00000065325	GLP2R	0.0
ENSG00000065328	MCM10	0.9
ENSG00000065357	DGKA	87.0
ENSG00000065361	ERBB3	1.0
ENSG00000065371	ROPN1	0.0
ENSG00000065413	ANKRD44	69.0
ENSG00000065427	KARS1	202.9
ENSG00000065457	ADAT1	11.6
ENSG00000065485	PDIA5	12.8
ENSG00000065491	TBC1D22B	4.4
ENSG00000065518	NDUFB4	301.8
ENSG00000065526	SPEN	8.4
ENSG00000065534	MYLK	13.4
ENSG00000065548	ZC3H15	75.4
ENSG00000065559	MAP2K4	10.5
ENSG00000065600	PACC1	21.3
ENSG00000065609	SNAP91	2.8
ENSG00000065613	SLK	2.7
ENSG00000065615	CYB5R4	200.2
ENSG00000065618	COL17A1	0.5
ENSG00000065621	GSTO2	1.7
ENSG00000065665	SEC61A2	2.5
ENSG00000065675	PRKCQ	39.8
ENSG00000065717	TLE2	1.7
ENSG00000065802	ASB1	4.3
ENSG00000065809	FAM107B	106.6
ENSG00000065833	ME1	16.0
ENSG00000065882	TBC1D1	22.2
ENSG00000065883	CDK13	10.3
ENSG00000065911	MTHFD2	57.1
ENSG00000065923	SLC9A7	2.7
ENSG00000065970	FOXJ2	2.9
ENSG00000065978	YBX1	125.0
ENSG00000065989	PDE4A	4.1
ENSG00000066027	PPP2R5A	18.1
ENSG00000066032	CTNNA2	55.7
ENSG00000066044	ELAVL1	37.3
ENSG00000066056	TIE1	2.5
ENSG00000066084	DIP2B	4.9
ENSG00000066117	SMARCD1	3.6
ENSG00000066135	KDM4A	10.3
ENSG00000066136	NFYC	102.4
ENSG00000066185	ZMYND12	0.7
ENSG00000066230	SLC9A3	3.9
ENSG00000066248	NGEF	0.0
ENSG00000066279	ASPM	0.1
ENSG00000066294	CD84	32.8
ENSG00000066322	ELOVL1	212.8
ENSG00000066336	SPI1	180.0
ENSG00000066379	POLR1H	22.2
ENSG00000066382	MPPED2	1.8
ENSG00000066405	CLDN18	0.0
ENSG00000066422	ZBTB11	4.7
ENSG00000066427	ATXN3	18.5
ENSG00000066455	GOLGA5	23.7
ENSG00000066468	FGFR2	3.0
ENSG00000066557	LRRC40	7.8
ENSG00000066583	ISOC1	69.3
ENSG00000066629	EML1	0.0
ENSG00000066651	TRMT11	11.0
ENSG00000066654	THUMPD1	19.8
ENSG00000066697	MSANTD3	8.0
ENSG00000066735	KIF26A	0.0
ENSG00000066739	ATG2B	0.5
ENSG00000066777	ARFGEF1	6.2
ENSG00000066813	ACSM2B	0.1
ENSG00000066827	ZFAT	34.6
ENSG00000066855	MTFR1	1.3
ENSG00000066923	STAG3	1.3
ENSG00000066926	FECH	8.0
ENSG00000066933	MYO9A	6.3
ENSG00000067048	DDX3Y	4.9
ENSG00000067057	PFKP	37.5
ENSG00000067064	IDI1	83.2
ENSG00000067066	SP100	286.1
ENSG00000067082	KLF6	392.2
ENSG00000067113	PLPP1	15.1
ENSG00000067141	NEO1	0.7
ENSG00000067167	TRAM1	232.4
ENSG00000067177	PHKA1	0.1
ENSG00000067182	TNFRSF1A	454.7
ENSG00000067191	CACNB1	1.0
ENSG00000067208	EVI5	11.8
ENSG00000067221	STOML1	18.4
ENSG00000067225	PKM	1262.7
ENSG00000067248	DHX29	68.9
ENSG00000067334	DNTTIP2	11.6
ENSG00000067365	METTL22	9.7
ENSG00000067369	TP53BP1	1.9
ENSG00000067445	TRO	2.1
ENSG00000067533	RRP15	2.6
ENSG00000067560	RHOA	1778.3
ENSG00000067596	DHX8	29.9
ENSG00000067606	PRKCZ	16.3
ENSG00000067646	ZFY	3.1
ENSG00000067704	IARS2	33.8
ENSG00000067715	SYT1	2.8
ENSG00000067798	NAV3	1.0
ENSG00000067829	IDH3G	177.9
ENSG00000067836	ROGDI	74.8
ENSG00000067840	PDZD4	0.9
ENSG00000067842	ATP2B3	0.0
ENSG00000067900	ROCK1	18.0
ENSG00000067955	CBFB	29.2
ENSG00000067992	PDK3	56.6
ENSG00000068001	HYAL2	14.1
ENSG00000068024	HDAC4	47.0
ENSG00000068028	RASSF1	258.5
ENSG00000068078	FGFR3	0.0
ENSG00000068079	IFI35	127.9
ENSG00000068097	HEATR6	8.3
ENSG00000068120	COASY	33.7
ENSG00000068137	PLEKHH3	0.0
ENSG00000068305	MEF2A	22.6
ENSG00000068308	OTUD5	20.4
ENSG00000068323	TFE3	12.6
ENSG00000068354	TBC1D25	6.6
ENSG00000068366	ACSL4	34.7
ENSG00000068383	INPP5A	6.7
ENSG00000068394	GPKOW	37.3
ENSG00000068400	GRIPAP1	22.2
ENSG00000068438	FTSJ1	43.1
ENSG00000068489	PRR11	9.6
ENSG00000068615	REEP1	0.0
ENSG00000068650	ATP11A	3.1
ENSG00000068654	POLR1A	0.8
ENSG00000068697	LAPTM4A	740.5
ENSG00000068724	TTC7A	1.1
ENSG00000068745	IP6K2	158.5
ENSG00000068781	STON1-GTF2A1L	0.2
ENSG00000068784	SRBD1	13.2
ENSG00000068796	KIF2A	42.5
ENSG00000068831	RASGRP2	171.6
ENSG00000068878	PSME4	0.9
ENSG00000068885	IFT80	1.4
ENSG00000068903	SIRT2	68.2
ENSG00000068912	ERLEC1	78.2
ENSG00000068971	PPP2R5B	8.9
ENSG00000068976	PYGM	8.3
ENSG00000068985	PAGE1	0.0
ENSG00000069011	PITX1	0.2
ENSG00000069018	TRPC7	0.0
ENSG00000069020	MAST4	15.2
ENSG00000069122	ADGRF5	0.0
ENSG00000069188	SDK2	0.5
ENSG00000069206	ADAM7	0.0
ENSG00000069248	NUP133	10.2
ENSG00000069275	NUCKS1	10.8
ENSG00000069329	VPS35	2.3
ENSG00000069345	DNAJA2	17.3
ENSG00000069399	BCL3	19.8
ENSG00000069424	KCNAB2	43.2
ENSG00000069431	ABCC9	0.0
ENSG00000069482	GAL	0.2
ENSG00000069493	CLEC2D	223.9
ENSG00000069509	FUNDC1	23.9
ENSG00000069535	MAOB	0.1
ENSG00000069667	RORA	26.7
ENSG00000069696	DRD4	0.9
ENSG00000069702	TGFBR3	35.3
ENSG00000069764	PLA2G10	0.0
ENSG00000069812	HES2	2.7
ENSG00000069849	ATP1B3	261.7
ENSG00000069869	NEDD4	0.4
ENSG00000069943	PIGB	14.5
ENSG00000069956	MAPK6	4.3
ENSG00000069966	GNB5	43.8
ENSG00000069974	RAB27A	262.4
ENSG00000069998	HDHD5	86.3
ENSG00000070010	UFD1	225.4
ENSG00000070018	LRP6	0.2
ENSG00000070019	GUCY2C	1.5
ENSG00000070031	SCT	126.8
ENSG00000070047	PHRF1	0.5
ENSG00000070061	ELP1	36.7
ENSG00000070081	NUCB2	377.5
ENSG00000070087	PFN2	6.3
ENSG00000070159	PTPN3	0.4
ENSG00000070182	SPTB	0.1
ENSG00000070190	DAPP1	138.4
ENSG00000070193	FGF10	0.5
ENSG00000070214	SLC44A1	8.5
ENSG00000070269	TMEM260	2.5
ENSG00000070366	SMG6	3.0
ENSG00000070367	EXOC5	6.8
ENSG00000070371	CLTCL1	5.2
ENSG00000070388	FGF22	0.0
ENSG00000070404	FSTL3	1.9
ENSG00000070413	DGCR2	23.6
ENSG00000070423	RNF126	28.3
ENSG00000070444	MNT	1.3
ENSG00000070476	ZXDC	4.4
ENSG00000070495	JMJD6	50.8
ENSG00000070501	POLB	85.1
ENSG00000070526	ST6GALNAC1	8.9
ENSG00000070540	WIPI1	224.2
ENSG00000070601	FRMPD1	3.4
ENSG00000070610	GBA2	11.1
ENSG00000070614	NDST1	5.5
ENSG00000070669	ASNS	14.2
ENSG00000070718	AP3M2	15.5
ENSG00000070729	CNGB1	0.4
ENSG00000070731	ST6GALNAC2	47.2
ENSG00000070748	CHAT	0.1
ENSG00000070756	PABPC1	570.2
ENSG00000070759	TESK2	19.0
ENSG00000070761	CFAP20	95.1
ENSG00000070770	CSNK2A2	2.0
ENSG00000070778	PTPN21	0.0
ENSG00000070785	EIF2B3	37.2
ENSG00000070808	CAMK2A	0.0
ENSG00000070814	TCOF1	8.3
ENSG00000070831	CDC42	140.6
ENSG00000070882	OSBPL3	9.6
ENSG00000070886	EPHA8	0.0
ENSG00000070915	SLC12A3	14.9
ENSG00000070950	RAD18	6.4
ENSG00000070961	ATP2B1	192.0
ENSG00000070985	TRPM5	0.0
ENSG00000071051	NCK2	26.4
ENSG00000071054	MAP4K4	12.4
ENSG00000071073	MGAT4A	32.7
ENSG00000071082	RPL31	14498.2
ENSG00000071127	WDR1	226.1
ENSG00000071189	SNX13	2.0
ENSG00000071203	MS4A12	0.0
ENSG00000071205	ARHGAP10	16.8
ENSG00000071242	RPS6KA2	22.4
ENSG00000071243	ING3	50.9
ENSG00000071246	VASH1	2.7
ENSG00000071282	LMCD1	20.6
ENSG00000071462	BUD23	186.3
ENSG00000071537	SEL1L	46.0
ENSG00000071539	TRIP13	2.2
ENSG00000071553	ATP6AP1	377.1
ENSG00000071564	TCF3	12.9
ENSG00000071575	TRIB2	48.7
ENSG00000071626	DAZAP1	3.4
ENSG00000071655	MBD3	0.6
ENSG00000071677	PRLH	0.0
ENSG00000071794	HLTF	8.2
ENSG00000071859	FAM50A	79.7
ENSG00000071889	FAM3A	23.4
ENSG00000071894	CPSF1	6.8
ENSG00000071909	MYO3B	0.2
ENSG00000071967	CYBRD1	17.8
ENSG00000071991	CDH19	0.1
ENSG00000071994	PDCD2	20.3
ENSG00000072041	SLC6A15	0.2
ENSG00000072042	RDH11	283.0
ENSG00000072062	PRKACA	3.3
ENSG00000072071	ADGRL1	0.3
ENSG00000072080	SPP2	0.0
ENSG00000072110	ACTN1	346.0
ENSG00000072121	ZFYVE26	4.9
ENSG00000072133	RPS6KA6	0.6
ENSG00000072134	EPN2	28.4
ENSG00000072135	PTPN18	19.5
ENSG00000072163	LIMS2	22.6
ENSG00000072182	ASIC4	0.0
ENSG00000072195	SPEG	0.0
ENSG00000072201	LNX1	0.0
ENSG00000072210	ALDH3A2	21.2
ENSG00000072274	TFRC	9.2
ENSG00000072310	SREBF1	1.3
ENSG00000072315	TRPC5	0.0
ENSG00000072364	AFF4	13.3
ENSG00000072401	UBE2D1	112.7
ENSG00000072415	PALS1	2.2
ENSG00000072422	RHOBTB1	0.2
ENSG00000072501	SMC1A	12.4
ENSG00000072506	HSD17B10	176.6
ENSG00000072518	MARK2	3.6
ENSG00000072571	HMMR	1.5
ENSG00000072609	CHFR	38.5
ENSG00000072657	TRHDE	0.5
ENSG00000072682	P4HA2	1.0
ENSG00000072694	FCGR2B	328.6
ENSG00000072736	NFATC3	20.5
ENSG00000072756	TRNT1	52.4
ENSG00000072778	ACADVL	121.6
ENSG00000072786	STK10	72.2
ENSG00000072803	FBXW11	25.5
ENSG00000072818	ACAP1	39.1
ENSG00000072832	CRMP1	0.4
ENSG00000072840	EVC	0.1
ENSG00000072849	DERL2	117.8
ENSG00000072858	SIDT1	33.7
ENSG00000072864	NDE1	22.2
ENSG00000072952	IRAG1	24.0
ENSG00000072954	TMEM38A	36.7
ENSG00000072958	AP1M1	244.6
ENSG00000073008	PVR	5.1
ENSG00000073050	XRCC1	18.7
ENSG00000073060	SCARB1	22.0
ENSG00000073067	CYP2W1	0.3
ENSG00000073111	MCM2	11.2
ENSG00000073146	MOV10L1	0.0
ENSG00000073150	PANX2	2.0
ENSG00000073169	SELENOO	1.3
ENSG00000073282	TP63	0.7
ENSG00000073331	ALPK1	18.8
ENSG00000073350	LLGL2	3.1
ENSG00000073417	PDE8A	1.6
ENSG00000073464	CLCN4	2.6
ENSG00000073536	NLE1	6.2
ENSG00000073578	SDHA	148.7
ENSG00000073584	SMARCE1	125.2
ENSG00000073598	FNDC8	0.4
ENSG00000073605	GSDMB	0.7
ENSG00000073614	KDM5A	65.0
ENSG00000073670	ADAM11	0.2
ENSG00000073711	PPP2R3A	0.2
ENSG00000073712	FERMT2	0.9
ENSG00000073734	ABCB11	0.0
ENSG00000073737	DHRS9	259.3
ENSG00000073754	CD5L	0.1
ENSG00000073756	PTGS2	11.8
ENSG00000073792	IGF2BP2	2.7
ENSG00000073803	MAP3K13	43.0
ENSG00000073849	ST6GAL1	88.2
ENSG00000073861	TBX21	15.7
ENSG00000073910	FRY	11.9
ENSG00000073921	PICALM	40.7
ENSG00000073969	NSF	18.9
ENSG00000074047	GLI2	0.0
ENSG00000074054	CLASP1	6.0
ENSG00000074071	MRPS34	225.3
ENSG00000074181	NOTCH3	0.4
ENSG00000074201	CLNS1A	138.9
ENSG00000074211	PPP2R2C	0.0
ENSG00000074219	TEAD2	2.7
ENSG00000074266	EED	58.8
ENSG00000074276	CDHR2	0.0
ENSG00000074317	SNCB	0.6
ENSG00000074319	TSG101	188.6
ENSG00000074356	NCBP3	3.2
ENSG00000074370	ATP2A3	33.8
ENSG00000074410	CA12	0.0
ENSG00000074416	MGLL	84.6
ENSG00000074527	NTN4	1.6
ENSG00000074582	BCS1L	24.6
ENSG00000074590	NUAK1	0.2
ENSG00000074603	DPP8	30.6
ENSG00000074621	SLC24A1	1.6
ENSG00000074657	ZNF532	3.8
ENSG00000074660	SCARF1	3.1
ENSG00000074695	LMAN1	10.0
ENSG00000074696	HACD3	36.2
ENSG00000074706	IPCEF1	53.4
ENSG00000074755	ZZEF1	1.0
ENSG00000074771	NOX3	0.0
ENSG00000074800	ENO1	2170.2
ENSG00000074803	SLC12A1	0.2
ENSG00000074842	MYDGF	427.0
ENSG00000074855	ANO8	0.2
ENSG00000074935	TUBE1	3.3
ENSG00000074964	ARHGEF10L	18.8
ENSG00000074966	TXK	118.7
ENSG00000075035	WSCD2	0.5
ENSG00000075043	KCNQ2	0.4
ENSG00000075073	TACR2	1.3
ENSG00000075089	ACTR6	20.6
ENSG00000075131	TIPIN	4.6
ENSG00000075142	SRI	622.9
ENSG00000075151	EIF4G3	1.3
ENSG00000075188	NUP37	67.9
ENSG00000075213	SEMA3A	1.5
ENSG00000075218	GTSE1	0.5
ENSG00000075223	SEMA3C	49.7
ENSG00000075234	TTC38	90.7
ENSG00000075239	ACAT1	35.8
ENSG00000075240	GRAMD4	3.9
ENSG00000075275	CELSR1	2.2
ENSG00000075290	WNT8B	0.1
ENSG00000075292	ZNF638	64.5
ENSG00000075303	SLC25A40	9.1
ENSG00000075336	TIMM21	18.3
ENSG00000075340	ADD2	2.3
ENSG00000075388	FGF4	0.0
ENSG00000075391	RASAL2	0.5
ENSG00000075399	VPS9D1	18.1
ENSG00000075407	ZNF37A	2.7
ENSG00000075413	MARK3	102.0
ENSG00000075415	SLC25A3	635.2
ENSG00000075420	FNDC3B	37.9
ENSG00000075426	FOSL2	36.8
ENSG00000075429	CACNG5	0.0
ENSG00000075461	CACNG4	0.0
ENSG00000075539	FRYL	13.3
ENSG00000075568	TMEM131	3.7
ENSG00000075618	FSCN1	2.1
ENSG00000075624	ACTB	37457.6
ENSG00000075643	MOCOS	0.3
ENSG00000075651	PLD1	7.9
ENSG00000075673	ATP12A	0.2
ENSG00000075702	WDR62	2.7
ENSG00000075711	DLG1	2.3
ENSG00000075785	RAB7A	375.4
ENSG00000075790	BCAP29	49.5
ENSG00000075826	SEC31B	0.3
ENSG00000075856	SART3	10.5
ENSG00000075884	ARHGAP15	207.9
ENSG00000075886	TUBA3D	0.0
ENSG00000075891	PAX2	0.0
ENSG00000075914	EXOSC7	71.6
ENSG00000075945	KIFAP3	22.3
ENSG00000075975	MKRN2	33.0
ENSG00000076003	MCM6	16.1
ENSG00000076043	REXO2	75.5
ENSG00000076053	RBM7	52.7
ENSG00000076067	RBMS2	4.7
ENSG00000076108	BAZ2A	28.8
ENSG00000076201	PTPN23	0.4
ENSG00000076242	MLH1	29.5
ENSG00000076248	UNG	28.9
ENSG00000076258	FMO4	2.1
ENSG00000076321	KLHL20	7.0
ENSG00000076344	RGS11	0.0
ENSG00000076351	SLC46A1	5.3
ENSG00000076356	PLXNA2	0.1
ENSG00000076382	SPAG5	11.7
ENSG00000076513	ANKRD13A	5.7
ENSG00000076554	TPD52	49.9
ENSG00000076555	ACACB	17.6
ENSG00000076604	TRAF4	43.0
ENSG00000076641	PAG1	14.7
ENSG00000076650	GPATCH1	23.4
ENSG00000076662	ICAM3	1772.8
ENSG00000076685	NT5C2	31.4
ENSG00000076706	MCAM	0.3
ENSG00000076716	GPC4	0.0
ENSG00000076770	MBNL3	23.1
ENSG00000076826	CAMSAP3	0.0
ENSG00000076864	RAP1GAP	0.0
ENSG00000076924	XAB2	14.2
ENSG00000076928	ARHGEF1	48.7
ENSG00000076944	STXBP2	837.8
ENSG00000076984	MAP2K7	1.5
ENSG00000077009	NMRK2	0.0
ENSG00000077044	DGKD	5.6
ENSG00000077063	CTTNBP2	7.9
ENSG00000077080	ACTL6B	0.0
ENSG00000077092	RARB	0.4
ENSG00000077097	TOP2B	3.0
ENSG00000077147	TM9SF3	7.2
ENSG00000077150	NFKB2	2.9
ENSG00000077152	UBE2T	11.4
ENSG00000077157	PPP1R12B	16.0
ENSG00000077232	DNAJC10	22.5
ENSG00000077235	GTF3C1	32.0
ENSG00000077238	IL4R	77.1
ENSG00000077254	USP33	65.5
ENSG00000077264	PAK3	1.0
ENSG00000077274	CAPN6	0.3
ENSG00000077279	DCX	0.0
ENSG00000077312	SNRPA	56.5
ENSG00000077327	SPAG6	0.6
ENSG00000077348	EXOSC5	115.9
ENSG00000077380	DYNC1I2	211.0
ENSG00000077420	APBB1IP	183.4
ENSG00000077454	LRCH4	15.6
ENSG00000077458	FAM76B	5.7
ENSG00000077463	SIRT6	16.3
ENSG00000077498	TYR	0.0
ENSG00000077514	POLD3	22.7
ENSG00000077522	ACTN2	0.0
ENSG00000077549	CAPZB	1078.9
ENSG00000077585	GPR137B	17.6
ENSG00000077616	NAALAD2	0.4
ENSG00000077684	JADE1	35.9
ENSG00000077713	SLC25A43	11.2
ENSG00000077721	UBE2A	100.8
ENSG00000077782	FGFR1	1.4
ENSG00000077800	FKBP6	0.0
ENSG00000077935	SMC1B	0.0
ENSG00000077942	FBLN1	2.5
ENSG00000077943	ITGA8	0.0
ENSG00000077984	CST7	1290.1
ENSG00000078018	MAP2	0.8
ENSG00000078043	PIAS2	3.0
ENSG00000078053	AMPH	0.6
ENSG00000078061	ARAF	68.2
ENSG00000078070	MCCC1	26.8
ENSG00000078081	LAMP3	5.6
ENSG00000078098	FAP	0.0
ENSG00000078114	NEBL	0.0
ENSG00000078124	ACER3	4.5
ENSG00000078140	UBE2K	27.7
ENSG00000078142	PIK3C3	23.6
ENSG00000078177	N4BP2	7.3
ENSG00000078237	TIGAR	3.3
ENSG00000078246	TULP3	3.5
ENSG00000078269	SYNJ2	4.2
ENSG00000078295	ADCY2	0.0
ENSG00000078304	PPP2R5C	216.7
ENSG00000078328	RBFOX1	0.6
ENSG00000078369	GNB1	23.1
ENSG00000078399	HOXA9	11.6
ENSG00000078401	EDN1	4.9
ENSG00000078403	MLLT10	13.5
ENSG00000078487	ZCWPW1	14.8
ENSG00000078549	ADCYAP1R1	0.0
ENSG00000078579	FGF20	0.1
ENSG00000078589	P2RY10	256.9
ENSG00000078596	ITM2A	217.2
ENSG00000078618	NRDC	68.0
ENSG00000078668	VDAC3	360.4
ENSG00000078674	PCM1	31.6
ENSG00000078687	TNRC6C	13.1
ENSG00000078699	CBFA2T2	3.8
ENSG00000078725	BRINP1	0.0
ENSG00000078747	ITCH	12.6
ENSG00000078795	PKD2L2	5.2
ENSG00000078804	TP53INP2	2.7
ENSG00000078808	SDF4	30.9
ENSG00000078814	MYH7B	0.4
ENSG00000078898	BPIFB2	0.0
ENSG00000078900	TP73	0.1
ENSG00000078902	TOLLIP	180.3
ENSG00000078967	UBE2D4	28.8
ENSG00000079101	CLUL1	0.3
ENSG00000079102	RUNX1T1	0.0
ENSG00000079112	CDH17	14.8
ENSG00000079134	THOC1	14.8
ENSG00000079150	FKBP7	2.8
ENSG00000079156	OSBPL6	0.3
ENSG00000079215	SLC1A3	1.6
ENSG00000079246	XRCC5	329.5
ENSG00000079257	LXN	36.8
ENSG00000079263	SP140	97.8
ENSG00000079277	MKNK1	71.2
ENSG00000079308	TNS1	7.0
ENSG00000079313	REXO1	0.2
ENSG00000079332	SAR1A	103.7
ENSG00000079335	CDC14A	12.5
ENSG00000079337	RAPGEF3	0.1
ENSG00000079385	CEACAM1	44.1
ENSG00000079387	SENP1	2.9
ENSG00000079393	DUSP13	1.4
ENSG00000079432	CIC	1.1
ENSG00000079435	LIPE	11.1
ENSG00000079459	FDFT1	60.8
ENSG00000079462	PAFAH1B3	58.3
ENSG00000079482	OPHN1	4.1
ENSG00000079557	AFM	0.0
ENSG00000079616	KIF22	53.6
ENSG00000079689	SCGN	0.0
ENSG00000079691	CARMIL1	1.3
ENSG00000079739	PGM1	49.3
ENSG00000079785	DDX1	42.2
ENSG00000079805	DNM2	8.2
ENSG00000079819	EPB41L2	8.5
ENSG00000079841	RIMS1	0.0
ENSG00000079931	MOXD1	5.1
ENSG00000079950	STX7	107.2
ENSG00000079974	RABL2B	27.8
ENSG00000079999	KEAP1	55.4
ENSG00000080007	DDX43	1.0
ENSG00000080031	PTPRH	0.2
ENSG00000080166	DCT	0.0
ENSG00000080189	SLC35C2	73.0
ENSG00000080200	CRYBG3	3.6
ENSG00000080224	EPHA6	0.2
